Task start time;End time;Map name;Cleaning plan;Robot name;S/N;User;Task completion (%);Cleaning plan area (?);Total time;Total time (h);Actual cleaning area(?);Work efficiency (?/h);Water usage (L);Start battery level (%);End battery level (%);Remaining life of consumables;Remaining life of consumables;Remaining life of consumables;Planned crystallization area (?);Actual crystallization area (?);Receive task report time;Task start mode;Uncleaned area (?);Plan running time (s);Task type;Remarks;Download link;Task status
24/07/2024 08:40;24/07/2024 10:01;coursives_F1;Coursive_F1_Fusion;Atalian_ADP;GS142-0230-J4P-P000;user;91.33;601.77;1 h 1 min 44 sec;1.0289;549.60;534.17;0;99;68;100.00;100.00;100.00;;;24/07/2024 16:01;normal;52.17;00:50:08;aspiration;00:00:00;https://api-gateway.gs-robot.com/legacy/public/robot-task/app/report/v3a/png/1/en/b930ee54-67c6-47bb-a096-1afd648ca4a0;Normal end
24/07/2024 10:15;24/07/2024 11:30;coursives_F1;Correspondance_F1_K1;Atalian_ADP;GS142-0230-J4P-P000;user;54.29;990.01;1 h 3 min 20 sec;1.0556;537.43;509.08;0;67;36;100.00;100.00;100.00;;;24/07/2024 17:30;normal;452.58;01:22:30;aspiration;00:00:00;https://api-gateway.gs-robot.com/legacy/public/robot-task/app/report/v3a/png/1/en/ccefdacd-cc3b-45bf-8bb5-ba94a6cd0626;Manual termination
24/07/2024 11:34;24/07/2024 15:26;coursives_F2;Coursives_F2_Fusion;Atalian_ADP;GS142-0230-J4P-P000;user;70.29;596.72;0 h 49 min 4 sec;0.8178;419.44;512.89;0;35;50;100.00;100.00;100.00;;;24/07/2024 21:26;normal;177.28;00:49:43;aspiration;00:00:00;https://api-gateway.gs-robot.com/legacy/public/robot-task/app/report/v3a/png/1/en/413a199c-efc0-489d-b77c-fde2f7eefeec;Manual termination
24/07/2024 15:28;25/07/2024 08:28;coursives_F1;Correspondance_F1_K1;Atalian_ADP;GS142-0230-J4P-P000;user;54.96;987.43;1 h 15 min 18 sec;1.2550;542.65;432.37;0;50;99;100.00;100.00;100.00;;;25/07/2024 14:28;normal;444.78;01:22:17;aspiration;00:00:00;https://api-gateway.gs-robot.com/legacy/public/robot-task/app/report/v3a/png/1/en/43b2a475-da88-463c-b192-6c5c463df750;Manual termination
25/07/2024 08:33;25/07/2024 11:41;coursives_F1;Correspondance_F1_K1;Atalian_ADP;GS142-0230-J4P-P000;user;93.98;993.62;2 h 26 min 33 sec;2.4425;933.85;382.31;0;99;19;100.00;100.00;100.00;;;25/07/2024 17:41;normal;59.77;01:22:48;aspiration;00:00:00;https://api-gateway.gs-robot.com/legacy/public/robot-task/app/report/v3a/png/1/en/8dcfbc52-64e3-4197-b425-19a9c8997a6f;Normal end
25/07/2024 15:36;25/07/2024 16:53;coursives_F2;Coursives_F2_Fusion;Atalian_ADP;GS142-0230-J4P-P000;user;92.07;598.48;0 h 58 min 25 sec;0.9736;550.99;565.80;0;82;53;100.00;100.00;100.00;;;25/07/2024 22:53;normal;47.48;00:49:52;aspiration;00:00:00;https://api-gateway.gs-robot.com/legacy/public/robot-task/app/report/v3a/png/1/en/acbc9e81-3ec4-4e53-8446-77329c3aa8d6;Normal end
26/07/2024 00:22;27/07/2024 08:11;Porte_K_CorrespondanceF2;K1_K2_Cage_CorrespondanceF2;Atalian_ADP;GS142-0230-J4P-P000;user;80.69;1,623.59;3 h 6 min 57 sec;3.1158;1,310.12;420.47;0;99;99;100.00;100.00;100.00;;;27/07/2024 14:11;normal;313.47;02:15:17;aspiration;00:00:00;https://api-gateway.gs-robot.com/legacy/public/robot-task/app/report/v3a/png/1/en/5e7fb131-8306-40de-8286-ca281352d968;Manual termination
27/07/2024 08:18;27/07/2024 09:29;coursives_F1;Coursive_F1_Fusion;Atalian_ADP;GS142-0230-J4P-P000;user;93.28;601.69;0 h 55 min 50 sec;0.9306;561.25;603.02;0;99;72;100.00;100.00;100.00;;;27/07/2024 15:29;normal;40.44;00:50:08;aspiration;00:00:00;https://api-gateway.gs-robot.com/legacy/public/robot-task/app/report/v3a/png/1/en/12d59524-6f95-4b10-aa5b-fbdca8943e2a;Normal end
27/07/2024 10:30;27/07/2024 11:47;coursives_F2;Coursives_F2_Fusion;Atalian_ADP;GS142-0230-J4P-P000;user;91.26;598.49;1 h 0 min 5 sec;1.0014;546.16;545.35;0;68;39;100.00;100.00;100.00;;;27/07/2024 17:47;normal;52.33;00:49:52;aspiration;00:00:00;https://api-gateway.gs-robot.com/legacy/public/robot-task/app/report/v3a/png/1/en/f1f29845-6f48-450d-b2d9-6f0c81bf53d4;Normal end
27/07/2024 15:47;27/07/2024 17:16;coursives_F2;Coursives_F2_Fusion;Atalian_ADP;GS142-0230-J4P-P000;user;91.75;598.88;1 h 4 min 7 sec;1.0686;549.48;514.08;0;99;68;100.00;100.00;100.00;;;27/07/2024 23:16;normal;49.41;00:49:54;aspiration;00:00:00;https://api-gateway.gs-robot.com/legacy/public/robot-task/app/report/v3a/png/1/en/a8f65c0e-4587-407e-a408-756a890052a1;Normal end
