Séquence;Parcours;Début;Fin;"Terminer
à [%]";"Durée
[mn]";"Vitesse moyenne
[km/h]";"Surface
propre [mq]";"Productivité
horaire [mq/h]"
grouper air fra;T F af;13/09/2024 12:06:30;12:07:59;100;1;2,1;41;1671
Central Brioche;T D centre;16/09/2024 06:28:26;06:29:52;100;1;1,6;29;1235
Central Brioche;L centre;16/09/2024 06:30:23;07:49:53;100;80;1,1;1225;929
Central Brioche;L novotel;16/09/2024 08:00:36;08:17:44;100;17;1,7;394;1388
Central Brioche;L brioche;16/09/2024 08:18:17;09:24:07;100;66;0,7;616;564
Central Brioche;T F brioche;16/09/2024 09:24:39;09:30:24;100;6;2;151;1581
grouper air fra;Parcours 5;16/09/2024 09:44:09;10:26:54;100;43;1,4;804;1133
grouper air fra;T F af;16/09/2024 10:27:34;10:29:05;100;2;2,2;40;1620
Central Brioche;T D centre;16/09/2024 10:39:45;10:41:08;100;1;1,5;29;1265
Central Brioche;L centre;16/09/2024 10:41:40;12:03:28;100;82;1,2;1265;932
grouper air fra;Parcours 5;16/09/2024 12:11:36;12:54:26;100;43;1,4;803;1129
grouper air fra;T F af;16/09/2024 12:55:08;12:56:33;100;1;2,2;41;1770
Central Brioche;T D centre;17/09/2024 06:38:40;06:40:18;100;2;1,3;29;1071
Central Brioche;L centre;17/09/2024 06:40:52;07:42:13;77;61;1,2;962;945
Central Brioche;L centre;17/09/2024 07:42:13;08:00:24;99;18;1;256;848
grouper air fra;Parcours 5;17/09/2024 08:22:47;08:51:28;70;29;1,4;539;1134
grouper air fra;Parcours 5;17/09/2024 09:42:29;09:59:11;100;17;1,1;248;894
grouper air fra;T F af;17/09/2024 09:59:49;10:01:21;100;2;2,2;40;1585
Central Brioche;T D centre;17/09/2024 10:41:04;10:42:20;100;1;1,7;29;1381
Central Brioche;L centre;17/09/2024 10:42:52;11:16:15;44;33;1,2;540;975
Central Brioche;L centre;17/09/2024 11:25:33;12:15:25;100;50;1,1;716;866
Central Brioche;L novotel;17/09/2024 12:38:05;12:55:49;100;18;1,7;394;1341
Central Brioche;L brioche;17/09/2024 12:56:22;13:18:45;34;22;0,7;211;569
Central Brioche;T D centre;18/09/2024 06:23:49;06:25:23;100;2;1,4;29;1129
Central Brioche;L centre;18/09/2024 06:25:54;07:32:45;81;67;1,1;1032;930
grouper air fra;Parcours 5;18/09/2024 08:21:06;08:43:24;54;22;1,4;409;1106
grouper air fra;Parcours 5;18/09/2024 09:07:47;09:50:55;100;43;1,4;808;1130
grouper air fra;T F af;18/09/2024 09:51:36;09:53:03;100;1;2,1;40;1695
Central Brioche;T D centre;18/09/2024 10:11:59;10:13:25;100;1;1,5;29;1221
Central Brioche;L centre;18/09/2024 10:14:00;11:03:24;56;49;1,1;715;872
grouper air fra;Parcours 5;18/09/2024 11:22:47;11:49:57;65;27;1,4;511;1134
grouper air fra;Parcours 5;18/09/2024 12:13:06;12:21:40;80;9;1,3;134;1074
grouper air fra;Parcours 5;18/09/2024 12:21:40;12:30:46;100;9;1,3;160;1059
grouper air fra;T F af;18/09/2024 12:31:28;12:32:57;100;1;2,2;40;1638
Central Brioche;T D centre;19/09/2024 06:28:47;06:30:23;100;2;1,4;29;1105
Central Brioche;L centre;19/09/2024 06:30:55;07:11:08;50;40;1,2;634;951
Central Brioche;L centre;19/09/2024 07:15:24;07:25:01;62;10;0,9;116;726
Central Brioche;L centre;19/09/2024 07:35:51;08:08:07;99;32;1,1;474;884
Central Brioche;L centre;19/09/2024 08:10:05;08:11:17;100;1;0,9;14;688
Central Brioche;L novotel;19/09/2024 08:13:26;08:31:21;100;18;1,6;395;1329
Central Brioche;L brioche;19/09/2024 08:31:54;09:18:10;70;46;0,7;431;561
grouper air fra;Parcours 5;19/09/2024 10:05:36;10:49:50;100;44;1,4;808;1102
grouper air fra;T F af;19/09/2024 10:50:33;10:52:02;100;1;2,2;40;1657
Central Brioche;T D centre;19/09/2024 11:06:48;11:07:52;100;1;0,5;7;410
Central Brioche;L centre;19/09/2024 11:09:20;11:54:42;57;45;1,2;713;947
grouper air fra;Parcours 5;19/09/2024 12:05:21;12:48:32;100;43;1,4;808;1128
grouper air fra;T F af;19/09/2024 12:49:14;12:50:47;100;2;2,1;40;1568
Central Brioche;T D centre;20/09/2024 06:24:55;06:26:51;100;2;1,1;29;905
Central Brioche;L centre;20/09/2024 06:27:23;07:37:38;88;70;1,2;1088;933
Central Brioche;L centre;20/09/2024 07:39:17;07:51:37;100;12;1;162;790
Central Brioche;T D centre;20/09/2024 10:41:31;10:43:15;100;2;1,3;30;1037
Central Brioche;L centre;20/09/2024 10:43:48;10:46:35;2;3;0,7;25;545
Central Brioche;L centre;20/09/2024 10:47:25;11:58:21;89;71;1,1;1088;924
grouper air fra;Parcours 5;20/09/2024 12:09:54;12:52:26;100;43;1,4;808;1144
grouper air fra;T F af;20/09/2024 12:53:08;12:54:38;100;2;2,2;40;1638
Central Brioche;T D centre;23/09/2024 06:42:40;06:43:58;100;1;1,6;29;1346
Central Brioche;L centre;23/09/2024 06:44:31;07:57:33;85;73;1,1;1055;870
grouper air fra;Parcours 5;23/09/2024 09:02:22;09:45:25;100;43;1,4;805;1127
grouper air fra;T F af;23/09/2024 09:46:06;09:47:43;100;2;2;41;1549
Central Brioche;T D centre;23/09/2024 10:23:05;10:25:41;100;3;0,9;31;710
Central Brioche;L centre;23/09/2024 10:26:14;11:34:29;82;68;1,1;1053;930
grouper air fra;Parcours 5;23/09/2024 11:46:15;12:28:35;100;42;1,4;810;1153
grouper air fra;T F af;23/09/2024 12:29:16;12:30:51;100;2;2;40;1551
Central Brioche;T D centre;24/09/2024 06:48:34;06:49:59;100;1;1,5;29;1235
Central Brioche;L centre;24/09/2024 06:50:00;08:04:06;91;74;1,2;1153;937
Central Brioche;L centre;24/09/2024 08:16:02;08:24:31;100;8;1,1;122;868
Central Brioche;L novotel;24/09/2024 08:26:34;08:44:04;100;18;1,7;394;1358
Central Brioche;L brioche;24/09/2024 08:44:06;09:48:09;97;64;0,8;650;611
grouper air fra;Parcours 5;24/09/2024 10:26:34;11:09:00;100;42;1,4;803;1140
grouper air fra;T F af;24/09/2024 11:09:43;11:11:15;100;2;2,2;40;1585
Central Brioche;T D centre;24/09/2024 11:27:40;11:28:57;100;1;1,7;29;1346
Central Brioche;L centre;24/09/2024 11:29:31;12:43:05;92;74;1,2;1153;944
Central Brioche;T D centre;25/09/2024 06:24:48;06:26:13;100;1;1,5;29;1235
Central Brioche;L centre;25/09/2024 06:26:46;07:49:45;100;83;1,1;1251;908
Central Brioche;L novotel;25/09/2024 08:09:25;08:26:45;100;17;1,7;394;1369
Central Brioche;L brioche;25/09/2024 08:27:16;09:32:03;100;65;0,7;608;566
Central Brioche;T F brioche;25/09/2024 09:32:36;09:38:36;100;6;1,9;152;1531
grouper air fra;Parcours 5;25/09/2024 09:46:26;10:29:35;100;43;1,4;808;1127
grouper air fra;T F af;25/09/2024 10:30:17;10:31:49;100;2;2,2;40;1585
Central Brioche;T D centre;25/09/2024 10:50:25;10:51:44;100;1;1,6;29;1346
Central Brioche;L centre;25/09/2024 10:52:17;11:55:57;81;64;1,2;1001;948
Central Brioche;T D centre;26/09/2024 06:31:29;06:32:50;100;1;1,6;29;1296
Central Brioche;L centre;26/09/2024 06:33:24;06:39:05;6;6;1;78;823
Central Brioche;L centre;26/09/2024 06:39:05;07:41:42;82;63;1,2;973;936
Central Brioche;L centre;26/09/2024 07:42:38;08:02:20;100;20;0,9;230;704
Central Brioche;L novotel;26/09/2024 08:04:23;08:12:01;47;8;1,6;160;1260
Central Brioche;L novotel;26/09/2024 08:25:40;08:35:56;100;10;1,7;236;1384
Central Brioche;L brioche;26/09/2024 08:36:29;09:41:39;100;65;0,7;612;566
Central Brioche;T F brioche;26/09/2024 09:42:21;09:49:02;100;7;1,7;154;1385
grouper air fra;Parcours 5;26/09/2024 10:02:46;10:45:24;100;43;1,4;809;1144
grouper air fra;T F af;26/09/2024 10:46:05;10:47:37;100;2;2;41;1616
Central Brioche;T D centre;26/09/2024 10:55:38;10:57:47;100;2;1,1;31;866
Central Brioche;L centre;26/09/2024 10:58:18;11:54:09;71;56;1,2;880;949
grouper air fra;Parcours 5;26/09/2024 12:12:23;12:54:16;100;42;1,4;796;1146
grouper air fra;T F af;26/09/2024 12:54:58;12:56:28;100;2;2,2;40;1620
Central Brioche;T D centre;27/09/2024 06:27:36;06:29:03;100;1;1,5;29;1221
Central Brioche;L centre;27/09/2024 06:29:05;07:40:38;82;72;1,1;1080;910
Central Brioche;L centre;27/09/2024 07:41:39;07:56:53;100;15;1,1;220;869
Central Brioche;L novotel;27/09/2024 07:58:57;08:06:30;47;8;1,5;157;1252
Central Brioche;L novotel;27/09/2024 08:23:05;08:33:24;100;10;1,7;237;1387
Central Brioche;L brioche;27/09/2024 08:33:26;09:27:07;82;54;0,8;565;634
Central Brioche;L brioche;27/09/2024 09:27:07;09:39:38;100;13;0,7;111;534
Central Brioche;T F brioche;27/09/2024 09:40:18;09:46:24;100;6;1,9;153;1514
grouper air fra;Parcours 5;27/09/2024 09:52:20;10:34:20;100;42;1,4;806;1156
grouper air fra;T F af;27/09/2024 10:35:02;10:36:25;100;1;2,3;41;1792
Central Brioche;T D centre;27/09/2024 10:41:33;10:42:56;100;1;1,6;29;1280
Central Brioche;L centre;27/09/2024 10:43:29;11:52:13;85;69;1,1;1055;925
grouper air fra;Parcours 5;27/09/2024 12:05:55;12:48:31;100;43;1,4;802;1134
grouper air fra;T F af;27/09/2024 12:49:13;12:50:41;100;1;2,2;40;1638
Central Brioche;T D centre;30/09/2024 06:28:32;06:30:10;100;2;1,4;29;1071
Central Brioche;L centre;30/09/2024 06:30:43;07:44:53;89;74;1,1;1111;903
Central Brioche;L centre;30/09/2024 07:53:18;08:02:37;99;9;1;130;844
Central Brioche;L centre;30/09/2024 08:05:12;08:06:54;100;2;0,9;20;715
Central Brioche;L novotel;30/09/2024 08:09:02;08:26:28;100;17;1,7;394;1364
Central Brioche;L brioche;30/09/2024 08:27:02;09:33:04;100;66;0,7;614;560
Central Brioche;T F brioche;30/09/2024 09:33:51;09:35:38;40;2;1,6;37;1265
grouper air fra;Parcours 5;30/09/2024 09:51:57;10:34:35;100;43;1,4;808;1143
grouper air fra;T F af;30/09/2024 10:35:18;10:36:43;100;1;2,2;40;1715
Central Brioche;T D centre;30/09/2024 11:19:31;11:20:58;100;1;1,5;29;1193
Central Brioche;L centre;30/09/2024 11:21:30;11:48:34;34;27;1,2;429;956
Central Brioche;L centre;30/09/2024 12:01:36;12:17:58;55;16;1,1;249;919
Central Brioche;L centre;30/09/2024 12:19:15;12:21:15;57;2;0,9;24;729
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
